id,doi,title,abstract,authors,publication_date,journal,source_database,keywords,url,citation_count,language,paper_type,year_abs,jd,am_day,data_hash,created_at
186,10.3998/wsfh.8780,Title Pending 8780,,,2035-09-26,The Journal of the Western Society for French History,crossref,history,https://doi.org/10.3998/wsfh.8780,0,en,journal-article,2035,2464596.5,726432.5,d1fffafb3452daf8dd2a70a29286372e,2025-11-04 00:22:52
187,10.3998/wsfh.8781,Title Pending 8781,,,2035-09-26,The Journal of the Western Society for French History,crossref,history,https://doi.org/10.3998/wsfh.8781,0,en,journal-article,2035,2464596.5,726432.5,5948f560a9c17cd34208646a7cb6b5e4,2025-11-04 00:22:52
188,10.3998/wsfh.8676,Title Pending 8676,,,2035-09-24,The Journal of the Western Society for French History,crossref,history,https://doi.org/10.3998/wsfh.8676,0,en,journal-article,2035,2464594.5,726430.5,d63fd6b71c364291ac2ed0cf88df2e98,2025-11-04 00:22:52
189,10.3998/wsfh.8756,Title Pending 8756,,,2035-09-21,The Journal of the Western Society for French History,crossref,history,https://doi.org/10.3998/wsfh.8756,0,en,journal-article,2035,2464591.5,726427.5,07cc8361decc5357c217314343df45c3,2025-11-04 00:22:52
190,10.3998/wsfh.7065,Title Pending 7065,,,2035-09-19,The Journal of the Western Society for French History,crossref,history,https://doi.org/10.3998/wsfh.7065,0,en,journal-article,2035,2464589.5,726425.5,193d10d7f71ac863f9944b20f8043656,2025-11-04 00:22:52
191,10.3998/wsfh.7464,Title Pending 7464,,,2035-09-19,The Journal of the Western Society for French History,crossref,history,https://doi.org/10.3998/wsfh.7464,0,en,journal-article,2035,2464589.5,726425.5,3134e0cb840e7756297c88cba378f363,2025-11-04 00:22:52
192,10.3998/wsfh.7319,Title Pending 7319,,,2035-09-19,The Journal of the Western Society for French History,crossref,history,https://doi.org/10.3998/wsfh.7319,0,en,journal-article,2035,2464589.5,726425.5,7b8d00f9ae146a8cf514cec1d4800fdc,2025-11-04 00:22:52
193,10.3998/wsfh.7469,Title Pending 7469,,,2035-09-18,The Journal of the Western Society for French History,crossref,history,https://doi.org/10.3998/wsfh.7469,0,en,journal-article,2035,2464588.5,726424.5,f2a9a9931d855fcddcb2a07f78226ac4,2025-11-04 00:22:52
194,10.16995/rhetm.20012,Title Pending 20012,,,2035-07-14,Review of the History of Economic Thought and Methodology,crossref,history,https://doi.org/10.16995/rhetm.20012,0,en,journal-article,2035,2464522.5,726358.5,f3f5c6e6b170d7f390796aaa008be63c,2025-11-04 00:22:52
195,10.16995/rhetm.17465,Title Pending 17465,,,2034-12-02,Review of the History of Economic Thought and Methodology,crossref,history,https://doi.org/10.16995/rhetm.17465,0,en,journal-article,2034,2464298.5,726134.5,816639319c7befcd4d2a66f5d584f483,2025-11-04 00:22:52
374,10.17077/2373-1842.33773,Title Pending 33773,,,2034-04-25,Iowa Historical Review,crossref,historical,https://doi.org/10.17077/2373-1842.33773,0,en,journal-article,2034,2464077.5,725913.5,a51709b89a6347a04412cfa7d4239338,2025-11-04 00:22:52
196,10.31185/eduj.vol60.iss3.4742,الوعي البيئي في الدولة الفاطمية ضمن محور الوعي البيئي ووسائل الاستدامة عبر العصور التاريخية,,م.د. فايز خلف عمير,2028-08-28,Journal of Education College Wasit University,crossref,history,https://doi.org/10.31185/eduj.vol60.iss3.4742,0,en,journal-article,2028,2462011.5,723847.5,a83d348b881f419497c17c69abc78765,2025-11-04 00:22:52
690,10.47293/ihumjj.2024.37.12,The Influence of Korean Early Language on the Creation of Chinese Characters - Based on the Relationship between The “丯sound” Bundle of Letters and the Ancient Korean Language -,,Eun Ju Kim; Ha Jong Kim,2027-07-31,인문학연구,crossref,ancient,https://doi.org/10.47293/ihumjj.2024.37.12,0,en,journal-article,2027,2461617.5,723453.5,df5e49a6fb06ab5aa09643558eb28cf5,2025-11-04 00:22:52
375,10.1515/9781474428033-007,"1 Mudéjares, Moriscos and Andalusians: The Historical Making of a Minority (Eighth to Early Seventeenth Centuries)",,,2026-12-31,Tunisia's Andalusians,crossref,historical,https://doi.org/10.1515/9781474428033-007,0,en,book-chapter,2026,2461405.5,723241.5,96140b3f4b40de005c42a9ae31c06d7a,2025-11-04 00:22:52
197,10.1386/crre_00159_5,"A Short History of Black Craft in Ten Objects, Robell Awake (2025)",,D Wood,2026-10-01,Craft Research,crossref,history,https://doi.org/10.1386/crre_00159_5,0,en,journal-article,2026,2461314.5,723150.5,ff8575c876b8c7b0b529dc1150555c8a,2025-11-04 00:22:52
198,10.53061/pjhg8608,An Illustrated History of Primatology,,Matthew Richardson,2026-09-15,,crossref,history,https://doi.org/10.53061/pjhg8608,0,en,monograph,2026,2461298.5,723134.5,c73926f4a86f63d700b30bcbaf5e220a,2025-11-04 00:22:52
199,10.1016/j.cam.2025.117179,Analysis and numerical approximation of doubly-history dependent hemivariational inequalities in contact mechanics,,Wei Xu; Wenbin Chen; Weimin Han; Yang Liu; Ziping Huang,2026-05-01,Journal of Computational and Applied Mathematics,crossref,history,https://doi.org/10.1016/j.cam.2025.117179,0,en,journal-article,2026,2461161.5,722997.5,a3f742d1a3d96eaa0e0d86dc7d5c7008,2025-11-04 00:22:52
376,10.2307/jj.29722268.11,CONCLUSION.,,,2026-04-28,Making Migrants,crossref,historical,https://doi.org/10.2307/jj.29722268.11,0,en,book-chapter,2026,2461158.5,722994.5,3db2449e68a806a583fab4ca964577b3,2025-11-04 00:22:52
200,10.1163/9789004754430,Shamdinani Stories I,,,2026-04-23,,crossref,history,https://doi.org/10.1163/9789004754430,0,en,edited-book,2026,2461153.5,722989.5,b4563d7992dbb7c6e4e25d3b30a78862,2025-11-04 00:22:52
691,10.1163/9789004758216,"Ancient Thought in the Mega-Text of &lt;i&gt;Zhou Changes&lt;/i&gt;, &lt;i&gt;Analects&lt;/i&gt;, and &lt;i&gt;Zuo zhuan&lt;/i&gt;",,Scott Davis,2026-04-23,,crossref,ancient,https://doi.org/10.1163/9789004758216,0,en,monograph,2026,2461153.5,722989.5,44626338750e6435bdd867ddcc3881e6,2025-11-04 00:22:52
692,10.1163/9789004740549,John As Divine Romance,,Eric Foster-Whiddon,2026-04-23,,crossref,ancient,https://doi.org/10.1163/9789004740549,0,en,monograph,2026,2461153.5,722989.5,4d95d9fc3e98297fcc3c5ea55bd15350,2025-11-04 00:22:52
377,10.1016/j.patcog.2025.112603,Enhancing point cloud feature representation via historical node state increments in graph neural networks,,Qihui Li; Qiliang Du; Lianfang Tian; Yihua Shao; Guoyu Lu,2026-04-01,Pattern Recognition,crossref,historical,https://doi.org/10.1016/j.patcog.2025.112603,0,en,journal-article,2026,2461131.5,722967.5,7a0bf9beb24853327f7dd491e88c3870,2025-11-04 00:22:52
201,10.1163/9789004755192,Consular Jurisdiction,,Lars Regula; Jörg Ulbert,2026-03-26,,crossref,history,https://doi.org/10.1163/9789004755192,0,en,monograph,2026,2461125.5,722961.5,6d2d38889d1728d4786d573f082a6a7a,2025-11-04 00:22:52
202,10.1163/9789004754997,Practices and Mediations of Sámi Culture,,Jan Borm,2026-03-26,,crossref,history,https://doi.org/10.1163/9789004754997,0,en,monograph,2026,2461125.5,722961.5,072b97d202bd5afdb8ba80f8400802a9,2025-11-04 00:22:52
203,10.1163/9789004755963,"The Hidden Meinong, 1853–1875",,Venanzio Raspa,2026-03-26,,crossref,history,https://doi.org/10.1163/9789004755963,0,en,monograph,2026,2461125.5,722961.5,8bb973c7bb1fcdef551c56fa980e6cfe,2025-11-04 00:22:52
204,10.1163/9789004721432,The Philosophical Colony: Writing the History of Philosophy in the Eighteenth and Nineteenth Centuries,,Catherine König-Pralong; Adrian Morfee,2026-03-26,,crossref,history,https://doi.org/10.1163/9789004721432,0,en,monograph,2026,2461125.5,722961.5,8143670cf1850d483a9c1fa9a00be1fd,2025-11-04 00:22:52
205,10.1163/9789004756250,Council of Europe's Heritage Discourse,,Marija Kamber,2026-03-26,,crossref,history,https://doi.org/10.1163/9789004756250,0,en,monograph,2026,2461125.5,722961.5,756e9c9aad8b031ee8b80b8d7aa3be64,2025-11-04 00:22:52
206,10.1163/9789004756557,A History of the Arab Component in Ibero-American Architecture,,Fernando Luis Martínez Nespral,2026-03-26,,crossref,history,https://doi.org/10.1163/9789004756557,0,en,monograph,2026,2461125.5,722961.5,a9a617d94d81c2cac31aaf80b76948ff,2025-11-04 00:22:52
378,10.1163/9789004755239,Between Philosophy and Phenomenology of Value,,Gemmo Iocco; Beatrice Centi; Faustino Fabbianelli,2026-03-26,,crossref,historical,https://doi.org/10.1163/9789004755239,0,en,monograph,2026,2461125.5,722961.5,1839870b7d87ea6424a581fe817c27b1,2025-11-04 00:22:52
379,10.1163/9789004749849,Privacy in Early Modern Egodocuments,,Michael Green; Joanna Orzeł; Anna Kowalcze-Pawlik,2026-03-26,,crossref,historical,https://doi.org/10.1163/9789004749849,0,en,monograph,2026,2461125.5,722961.5,667fc02b750dc7d218d2adb869f7bdc7,2025-11-04 00:22:52
550,10.1163/9789004755703,Shared Scripture – Divided Faiths: The Medieval Jewish-Christian Encounter over the Hebrew Bible / Old Testament,,Frans van Liere,2026-03-26,,crossref,medieval,https://doi.org/10.1163/9789004755703,0,en,monograph,2026,2461125.5,722961.5,5e4087f33bad783bda425cd8f5aaec49,2025-11-04 00:22:52
207,10.1079/9781800627680.0000,Australian Moths,,,2026-03-23,,crossref,history,https://doi.org/10.1079/9781800627680.0000,0,en,edited-book,2026,2461122.5,722958.5,673d828af94852c330ad49cf4f67256f,2025-11-04 00:22:52
208,10.2307/jj.26435423.4,Dramatis Personae:,,,2026-03-10,Before World Literature,crossref,history,https://doi.org/10.2307/jj.26435423.4,0,en,book-chapter,2026,2461109.5,722945.5,65c2de0807120cda2d6c1b81e32c4411,2025-11-04 00:22:52
380,10.1093/oso/9780197814659.003.0006,The Benefits of Hindsight,,Lawrence Freedman,2026-03-02,On Strategists and Strategy,crossref,historical,https://doi.org/10.1093/oso/9780197814659.003.0006,0,en,book-chapter,2026,2461101.5,722937.5,69f0bde4c9dd8efe6a8af52c9a612332,2025-11-04 00:22:52
209,10.1017/9781009484695.007,Rethinking Transnational Intellectual History and Epic Nationalisms through Lithographic Labour: Persian and Urdu Mahabharatas in India and Iran,,Amanda Lanzillo,2026-03-01,The Mahabharata in Global Political and Social Thought,crossref,history,https://doi.org/10.1017/9781009484695.007,0,en,other,2026,2461100.5,722936.5,0970f882c661117eb267fe448bb1ed13,2025-11-04 00:22:52
381,10.1016/j.cam.2025.117008,Analysis on historical data of stock indices using Fractal dimension methods by measuring the complexity,,P. Uthayakumar; S. Tharani; A. Agathiyan; Ali Akgül,2026-03-01,Journal of Computational and Applied Mathematics,crossref,historical,https://doi.org/10.1016/j.cam.2025.117008,0,en,journal-article,2026,2461100.5,722936.5,6eb074173198cb48a6cc1b4e4236a88a,2025-11-04 00:22:52
382,10.1016/j.eswa.2025.129851,LLM-based exploration and analysis of real-time and historical blockchain data,,S. Gebreab; A. Musamih; K. Salah; R. Jayaraman,2026-03-01,Expert Systems with Applications,crossref,historical,https://doi.org/10.1016/j.eswa.2025.129851,0,en,journal-article,2026,2461100.5,722936.5,56d1dd05312cc525aadb6ee409909526,2025-11-04 00:22:52
383,10.1016/j.eswa.2025.129693,DFHD: dual-granularity fusion network using historical drugs for drug recommendation,,Kang An; Ming-Yu Lu; Yan-Kai Tian; Yi-Jia Zhang,2026-03-01,Expert Systems with Applications,crossref,historical,https://doi.org/10.1016/j.eswa.2025.129693,0,en,journal-article,2026,2461100.5,722936.5,5034762c5fd0886d972b228ba5c9b522,2025-11-04 00:22:52
384,10.1016/j.ipm.2025.104449,Leveraging historical information to boost retrieval-augmented generation in conversations,,Fengran Mo; Yifan Gao; Zhuofeng Wu; Xin Liu; Pei Chen; Zheng Li; Zhengyang Wang; Xian Li; Meng Jiang; Jian-Yun Nie,2026-03-01,Information Processing &amp; Management,crossref,historical,https://doi.org/10.1016/j.ipm.2025.104449,0,en,journal-article,2026,2461100.5,722936.5,f5c776035f4ddada1c3df0e192555428,2025-11-04 00:22:52
385,10.1016/j.inffus.2025.103761,DS-HBI: Dual-stream fusion forecasting model with historical backfilling imputation,,Dezhi Sun; Jiwei Qin; Weilin Tang; Xizhong Qin; Fei Shi; Minrui Wang; Zhenliang Liao,2026-03-01,Information Fusion,crossref,historical,https://doi.org/10.1016/j.inffus.2025.103761,0,en,journal-article,2026,2461100.5,722936.5,71fa9fb2179368e0349ccfec9b8cee90,2025-11-04 00:22:52
693,10.1016/j.jeurceramsoc.2025.117855,"Provenance of ancient porcelains from the Xisha (Paracels) Islands: Integrating chemical, microstructural, and magnetic techniques",,Guishan Chen; Zhilong Cheng; Guanhua Li; Junrong Fang; Guang Huang; Chunlei Bao; Zhenzhen Wang; Changfa Zhan,2026-03-01,Journal of the European Ceramic Society,crossref,ancient,https://doi.org/10.1016/j.jeurceramsoc.2025.117855,0,en,journal-article,2026,2461100.5,722936.5,a581f3090e29386e71b871af2c1eb4d3,2025-11-04 00:22:52
694,10.1016/j.patcog.2025.112146,SemiSketch: An ancient mural sketch extraction network based on reference prior and gradient frequency compensation,,Zhe Yu; Jun Wang; Shuyi Qu; Qunxi Zhang; Yirong Ma; Shenglin Peng; Jinye Peng,2026-03-01,Pattern Recognition,crossref,ancient,https://doi.org/10.1016/j.patcog.2025.112146,0,en,journal-article,2026,2461100.5,722936.5,970872c86d6a50766b3a43681674d06d,2025-11-04 00:22:52
210,10.1163/9789004754768,Christianity in Egypt,,Michael Parker,2026-02-26,,crossref,history,https://doi.org/10.1163/9789004754768,0,en,monograph,2026,2461097.5,722933.5,9341c06b07ad9f7ef854011d4587b7b0,2025-11-04 00:22:52
211,10.1163/9789004543607,Christian-Muslim Relations. A Bibliographical History Volume 24. South Asia (1800-1914),,David Thomas; John A. Chesworth,2026-02-26,,crossref,history,https://doi.org/10.1163/9789004543607,0,en,monograph,2026,2461097.5,722933.5,2ab9edcce8164453451bbcdc4a6a0a55,2025-11-04 00:22:52
212,10.1163/9789004754676,Aftershocks of Extraction,,Marin Kuijt; Peter van Dam,2026-02-26,,crossref,history,https://doi.org/10.1163/9789004754676,0,en,monograph,2026,2461097.5,722933.5,447697b156b2353c00355a1c5f575a2f,2025-11-04 00:22:52
213,10.1163/9789004754379,"Lives, Land, and Labour: A Social History of Eighteenth-Century Sri Lanka",,Luc Bulten,2026-02-26,,crossref,history,https://doi.org/10.1163/9789004754379,0,en,monograph,2026,2461097.5,722933.5,96fb012b4ed3c31005e3b25245103d38,2025-11-04 00:22:52
214,10.1163/9789004754928,‘Listen to the Sibyl’,,Olivia Stewart Lester; Max Leventhal; Hindy Najman; Joshua Scott; Elizabeth Stell,2026-02-26,,crossref,history,https://doi.org/10.1163/9789004754928,0,en,monograph,2026,2461097.5,722933.5,84935902fd7dc0c15ff2e116ba8f913e,2025-11-04 00:22:52
386,10.1163/9789004754966,Historical-Critical Dictionary of Marxism,,Victor Strazzeri; Konstantin Baehrens; Juha Koivisto,2026-02-26,,crossref,historical,https://doi.org/10.1163/9789004754966,0,en,edited-book,2026,2461097.5,722933.5,ef9ac3aaeb69a019a364c63cab87bf9c,2025-11-04 00:22:52
551,10.1163/9789004750951,Vernacular Documents of Medieval Sardinia,,,2026-02-26,,crossref,medieval,https://doi.org/10.1163/9789004750951,0,en,edited-book,2026,2461097.5,722933.5,68c561b41198a0c1f39e7b5c884c87ba,2025-11-04 00:22:52
552,10.1163/9789004754935,Philological Investigations,,,2026-02-26,,crossref,medieval,https://doi.org/10.1163/9789004754935,0,en,edited-book,2026,2461097.5,722933.5,efebe1cd917e8184de81ffe6ce0f4940,2025-11-04 00:22:52
215,10.3735/9781961844353,The Schlager Anthology of LGBTQ History,,Cookie Woolner,2026-02-15,,crossref,history,https://doi.org/10.3735/9781961844353,0,en,monograph,2026,2461086.5,722922.5,43688f1ca4481f6691d471dfe6127058,2025-11-04 00:22:52
216,10.1093/oso/9780197774786.003.0008,Free Nelson Mandela,,Tal Zalmanovich,2026-02-10,Broadcasting Apartheid,crossref,history,https://doi.org/10.1093/oso/9780197774786.003.0008,0,en,book-chapter,2026,2461081.5,722917.5,764ffdf89b74c926117e505082fbe013,2025-11-04 00:22:52
217,10.2307/jj.25394242.5,"A Brief History of Medical Pluralism in Niamey, 1900–2024",,,2026-02-10,Negotiating Mistrust,crossref,history,https://doi.org/10.2307/jj.25394242.5,0,en,book-chapter,2026,2461081.5,722917.5,3920a6c04c32dab08653e874c70d48c9,2025-11-04 00:22:52
218,10.7758/gert1126.2146,"Chapter 6: “Know Yo’ History, Know Yo’ Self”: Youth Organizing and Critical Civics Education in Multiracial Oakland",,,2026-02-09,Learning to Lead: Grassroots Organizing in Immigrant Communities,crossref,history,https://doi.org/10.7758/gert1126.2146,0,en,book-chapter,2026,2461080.5,722916.5,23dd7f062e00b7f2bdbe060d9bbdc980,2025-11-04 00:22:52
219,10.5744/9781683405559,Imagining a New Natural History: Latin American Cultural Production in the Anthropocene,,Lucas Mertehikian,2026-02-03,,crossref,history,https://doi.org/10.5744/9781683405559,0,en,edited-book,2026,2461074.5,722910.5,a2de9d235f3424ffea04674cdc6ada61,2025-11-04 00:22:52
387,10.5744/9780813079530,The Historical Archaeology of Massachusetts,,Joseph Bagley; Holly Herbster,2026-02-03,,crossref,historical,https://doi.org/10.5744/9780813079530,0,en,monograph,2026,2461074.5,722910.5,0ed4d7c1651ff950ef6d8a9c1ec18822,2025-11-04 00:22:52
220,10.2307/jj.25291659.14,From Labor History to Political Economy:,,Meg Jacobs,2026-02-01,"Work, Capitalism, and Democracy",crossref,history,https://doi.org/10.2307/jj.25291659.14,0,en,book-chapter,2026,2461072.5,722908.5,0b61b6275ffb7299df02edb1c7925d74,2025-11-04 00:22:52
221,10.2307/jj.25291659.12,Management and Power in Global Supply Chains:,,Shane Hamilton,2026-02-01,"Work, Capitalism, and Democracy",crossref,history,https://doi.org/10.2307/jj.25291659.12,0,en,book-chapter,2026,2461072.5,722908.5,b8499306da5f6ed60e53a56673791a89,2025-11-04 00:22:52
222,10.1016/j.icarus.2025.116824,The depletion of the asteroid belt and the impact history of the Earth,,Julio A. Fernández,2026-02-01,Icarus,crossref,history,https://doi.org/10.1016/j.icarus.2025.116824,0,en,journal-article,2026,2461072.5,722908.5,963ce9ab8757ffd8cdebd11148515f23,2025-11-04 00:22:52
223,10.1016/j.ijfatigue.2025.109290,An improved constitutive model based on two-surface theory considering strain-amplitude and loading-history dependence,,Shuai Zheng,2026-02-01,International Journal of Fatigue,crossref,history,https://doi.org/10.1016/j.ijfatigue.2025.109290,0,en,journal-article,2026,2461072.5,722908.5,6f7470ee91a921d056c5bcb0e711e883,2025-11-04 00:22:52
224,10.1016/j.copsyc.2025.102188,"History education: Past, present, and challenges for the future",,María Rodríguez-Moneo; Mario Carretero; María Gutiérrez-Cano,2026-02-01,Current Opinion in Psychology,crossref,history,https://doi.org/10.1016/j.copsyc.2025.102188,0,en,journal-article,2026,2461072.5,722908.5,4a588daee744d02dda3a24ae1fa73059,2025-11-04 00:22:52
225,10.1016/j.cam.2025.116883,An a priori error analysis of a thermoelastic problem with history dependence on the mechanical and thermal components,,N. Bazarra; J.R. Fernández; R. Quintanilla,2026-02-01,Journal of Computational and Applied Mathematics,crossref,history,https://doi.org/10.1016/j.cam.2025.116883,0,en,journal-article,2026,2461072.5,722908.5,a3147d5c382c4f3d9fdb262974fce713,2025-11-04 00:22:52
226,10.1016/j.nahs.2025.101631,A new kind of fractional implicit sweeping processes with history-dependent operators: Well-posedness and applications,,Shengda Zeng; Jinsheng Du; Sergey A. Timoshin; Emilio Vilches,2026-02-01,Nonlinear Analysis: Hybrid Systems,crossref,history,https://doi.org/10.1016/j.nahs.2025.101631,0,en,journal-article,2026,2461072.5,722908.5,69a0baeb1b95e11363cc8cdbf67e2946,2025-11-04 00:22:52
227,10.1016/j.cretres.2025.106212,Early Cretaceous freshwater bivalves from northeastern Brazil: Insights into the evolutionary history of South American freshwater mussels,,Victor R. Silva; Vitor B. Guerrini; Filipe G. Varejão; Rafael C. Silva; Katie Collins; Ismar S. Carvalho; Simon Schneider; Marcello G. Simões,2026-02-01,Cretaceous Research,crossref,history,https://doi.org/10.1016/j.cretres.2025.106212,0,en,journal-article,2026,2461072.5,722908.5,44bb92ca1792f4bf24165bd2a2847ec1,2025-11-04 00:22:52
228,10.1016/j.gr.2025.09.011,First fossil mosquito larva in 99-million-year-old amber with a modern type of morphology sheds light on the evolutionary history of mosquitoes (Diptera: Culicidae),,André P. Amaral; Art Borkent; Viktor A. Baranov; Carolin Haug; Joachim T. Haug,2026-02-01,Gondwana Research,crossref,history,https://doi.org/10.1016/j.gr.2025.09.011,0,en,journal-article,2026,2461072.5,722908.5,8039603d16afd33c060acca33691eaab,2025-11-04 00:22:52
388,10.1016/j.porgcoat.2025.109735,Drying mechanisms in historical egg–oil emulsion binders: a combined ATR-FTIR and unilateral NMR study,,Côme Thillaye du Boullay; Maguy Jaber; Floriane Gerony; Guillaume Mériguet; Anne-Laure Rollet; Laurence de Viguerie,2026-02-01,Progress in Organic Coatings,crossref,historical,https://doi.org/10.1016/j.porgcoat.2025.109735,0,en,journal-article,2026,2461072.5,722908.5,a612f2c4e48f4e93b3e22a0a9a4c1186,2025-11-04 00:22:52
389,10.1016/j.geoen.2025.214192,Predicting permeability of natural gas hydrate reservoir based on machine learning assisted by sparrow search algorithm,,Cheng Lu; Jiuyu Zhao; Yuxuan Xia; Yiming Sun; Jianchao Cai,2026-02-01,Geoenergy Science and Engineering,crossref,historical,https://doi.org/10.1016/j.geoen.2025.214192,0,en,journal-article,2026,2461072.5,722908.5,d2229872ebef2402112db7bf58a5f3ac,2025-11-04 00:22:52
390,10.1016/j.patcog.2025.112036,ST-KeyS: Self-supervised Transformer for Keyword Spotting in historical handwritten documents,,Sana Khamekhem Jemni; Sourour Ammar; Mohamed Ali Souibgui; Yousri Kessentini; Abbas Cheddad,2026-02-01,Pattern Recognition,crossref,historical,https://doi.org/10.1016/j.patcog.2025.112036,1,en,journal-article,2026,2461072.5,722908.5,68d4107ddbca189219f8253fb32da337,2025-11-04 00:22:52
391,10.1016/j.dyepig.2025.113285,Towards the understanding of Keim'sche Mineralfarben in architectural paints: Material characterization and phase quantification on selected historical pigment admixtures,,Yee Wu; Eva Mariasole Angelin; Thomas Danzl; SoHyun Park; Clarimma Sessa,2026-02-01,Dyes and Pigments,crossref,historical,https://doi.org/10.1016/j.dyepig.2025.113285,0,en,journal-article,2026,2461072.5,722908.5,389a0776b1093a6ac5664e35b216d2ea,2025-11-04 00:22:52
392,10.3301/ijg.2026.05,A Syracusan hypothesis on the origin of the Riace Bronzes: new investigations and a historical-scientific revision of literature data through an interdisciplinary geological-archaeological approach,,Rosolino Cirrincione; Carmelo Cantaro; Salvatore Critelli; Valeria Indelicato; Emilia Le Pera; Carmelo Monaco; Rosalba Panvini; Fabio Portella; Rosalda Punturo; Rossana Sanfilippo; Saverio Scerra; Giovanni Schicchitano; Carmela Vaccaro; Anselmo Madeddu,2026-02-01,Italian Journal of Geosciences,crossref,historical,https://doi.org/10.3301/ijg.2026.05,0,en,journal-article,2026,2461072.5,722908.5,e1300da5f0a9c452dba7fb95de6e272d,2025-11-04 00:22:52
393,10.1016/j.ress.2025.111769,Material degradation: Findings from historical accident analysis in process industries,,Morena Vitale; Huxiao Shi; David J. Castro Rodriguez; Antonello A. Barresi; Micaela Demichela,2026-02-01,Reliability Engineering &amp; System Safety,crossref,historical,https://doi.org/10.1016/j.ress.2025.111769,1,en,journal-article,2026,2461072.5,722908.5,4d111cb3517792c6437bc172ef92bd15,2025-11-04 00:22:52
