id,title,content,date_str,year_abs,month,day,jd,am_day,source_type,source_database,source_url,language,category,subcategory,location,coordinates,people,places,keywords,confidence_score,data_hash,created_at,updated_at
325,Iron Age pottery find #16,Archaeological pottery from Iron Age period,-850-06-15,-850,6,15,1410760.5,-327403.5,archaeological,mock_open_context,https://opencontext.org/subjects/mock_3_0,en,archaeological_find,pottery,Archaeological site 4,"52.392200, 22.978400",[],"[""Archaeological site 4""]","[""Iron Age"", ""Iron Age culture""]",0.7,bedbcbd16b86c1c6ffa1f62eafa36800,2025-11-04 00:25:20,2025-11-04 00:25:20
326,Iron Age coins find #17,Archaeological coins from Iron Age period,-850-06-15,-850,6,15,1410760.5,-327403.5,archaeological,mock_open_context,https://opencontext.org/subjects/mock_3_1,en,archaeological_find,coins,Archaeological site 4,"43.055800, 16.121100",[],"[""Archaeological site 4""]","[""Iron Age"", ""Iron Age culture""]",0.7,15322d7000702590291b9e1beb97be8b,2025-11-04 00:25:20,2025-11-04 00:25:20
327,Iron Age tools find #18,Archaeological tools from Iron Age period,-850-06-15,-850,6,15,1410760.5,-327403.5,archaeological,mock_open_context,https://opencontext.org/subjects/mock_3_2,en,archaeological_find,tools,Archaeological site 4,"43.483900, 5.454000",[],"[""Archaeological site 4""]","[""Iron Age"", ""Iron Age culture""]",0.7,3560b126cab41704e3e12d091ca1eeba,2025-11-04 00:25:20,2025-11-04 00:25:20
328,Iron Age jewelry find #19,Archaeological jewelry from Iron Age period,-850-06-15,-850,6,15,1410760.5,-327403.5,archaeological,mock_open_context,https://opencontext.org/subjects/mock_3_3,en,archaeological_find,jewelry,Archaeological site 4,"43.305000, 14.895000",[],"[""Archaeological site 4""]","[""Iron Age"", ""Iron Age culture""]",0.7,8baefe0ba0a76cbb60b10c966c29fa6d,2025-11-04 00:25:20,2025-11-04 00:25:20
329,Iron Age sculpture find #20,Archaeological sculpture from Iron Age period,-850-06-15,-850,6,15,1410760.5,-327403.5,archaeological,mock_open_context,https://opencontext.org/subjects/mock_3_4,en,archaeological_find,sculpture,Archaeological site 4,"36.903200, 5.143800",[],"[""Archaeological site 4""]","[""Iron Age"", ""Iron Age culture""]",0.7,6a53fe4ff05af3dbf7dc6e21f42a4aa0,2025-11-04 00:25:20,2025-11-04 00:25:20
330,Medieval pottery find #26,Archaeological pottery from Medieval period,1000-06-15,1000,6,15,2086473.5,348309.5,archaeological,mock_open_context,https://opencontext.org/subjects/mock_5_0,en,archaeological_find,pottery,Archaeological site 6,"43.119200, 16.860800",[],"[""Archaeological site 6""]","[""Medieval"", ""Medieval culture""]",0.7,248b1510e6d0965f2f2aa131c9cae4eb,2025-11-04 00:25:20,2025-11-04 00:25:20
331,Medieval coins find #27,Archaeological coins from Medieval period,1000-06-15,1000,6,15,2086473.5,348309.5,archaeological,mock_open_context,https://opencontext.org/subjects/mock_5_1,en,archaeological_find,coins,Archaeological site 6,"45.783300, 5.036500",[],"[""Archaeological site 6""]","[""Medieval"", ""Medieval culture""]",0.7,cbf779d45cf58f95761400710756d7f6,2025-11-04 00:25:20,2025-11-04 00:25:20
332,Medieval tools find #28,Archaeological tools from Medieval period,1000-06-15,1000,6,15,2086473.5,348309.5,archaeological,mock_open_context,https://opencontext.org/subjects/mock_5_2,en,archaeological_find,tools,Archaeological site 6,"40.925000, 23.275300",[],"[""Archaeological site 6""]","[""Medieval"", ""Medieval culture""]",0.7,74abf720eb6f0cb188b4e8c9328cb406,2025-11-04 00:25:20,2025-11-04 00:25:20
333,Medieval jewelry find #29,Archaeological jewelry from Medieval period,1000-06-15,1000,6,15,2086473.5,348309.5,archaeological,mock_open_context,https://opencontext.org/subjects/mock_5_3,en,archaeological_find,jewelry,Archaeological site 6,"53.325100, 12.577100",[],"[""Archaeological site 6""]","[""Medieval"", ""Medieval culture""]",0.7,a8a939d02a3e0b18c87541caa3685116,2025-11-04 00:25:20,2025-11-04 00:25:20
334,Medieval sculpture find #30,Archaeological sculpture from Medieval period,1000-06-15,1000,6,15,2086473.5,348309.5,archaeological,mock_open_context,https://opencontext.org/subjects/mock_5_4,en,archaeological_find,sculpture,Archaeological site 6,"43.989500, 7.357300",[],"[""Archaeological site 6""]","[""Medieval"", ""Medieval culture""]",0.7,dded2932767313364904447efde37825,2025-11-04 00:25:20,2025-11-04 00:25:20
19,7 września,"Godfryd V Plantagenet , hrabia Maine i Andegawenii , książę Normandii (ur. 1113 )",1151.0-09-07,1151,9,7,2141710.5,403546.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/7_września#Zmarli,pl,zgony,,,,[],[],[],0.8,eaa52e5f45dfaae470370f83c8276226,2025-11-04 00:25:20,2025-11-04 00:25:20
17,17 grudnia,"Jan de Matha , francuski zakonnik, święty (ur. 1150 )",1213.0-12-17,1213,12,17,2164457.5,426293.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/17_grudnia#Zmarli,pl,zgony,,,,[],[],[],0.8,c88a1fc8b2b8efebfc0059abbd7a47c8,2025-11-04 00:25:20,2025-11-04 00:25:20
2,13 czerwca,"Herman , biskup chełmiński (ur. ?)",1311.0-06-13,1311,6,13,2200064.5,461900.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/13_czerwca#Zmarli,pl,zgony,,,,[],[],[],0.8,8220108caacf7dec23746dd601922031,2025-11-04 00:25:20,2025-11-04 00:25:20
112,25 listopada,"Koreyasu , japoński siogun (ur. 1264 )",1326.0-11-25,1326,11,25,2205708.5,467544.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/25_listopada#Zmarli,pl,zgony,,,,[],[],[],0.8,f1cf7d685191e50d03a96604193c4695,2025-11-04 00:25:20,2025-11-04 00:25:20
117,10 grudnia,"Jadwiga Bolesławówna , królowa Polski (ur. ok. 1266 lub później)",1339.0-12-10,1339,12,10,2210471.5,472307.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/10_grudnia#Zmarli,pl,zgony,,,,[],[],[],0.8,fcf40c2d261e33eb037433c470c12331,2025-11-04 00:25:20,2025-11-04 00:25:20
178,5 sierpnia,Będzin uzyskał prawa miejskie .,1358.0-08-05,1358,8,5,2217284.5,479120.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/5_sierpnia#Wydarzenia_w_Polsce,pl,wydarzenia,,,,[],[],[],0.8,3154570c95ce7134ce54019377479966,2025-11-04 00:25:20,2025-11-04 00:25:20
113,25 października,Król Aleksander Jagiellończyk wydał przywilej mielnicki .,1501.0-10-25,1501,10,25,2269596.5,531432.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/25_października#Wydarzenia_w_Polsce,pl,wydarzenia,,,,[],[],[],0.8,ef81fa5497717ae1c1b12447053a77ba,2025-11-04 00:25:20,2025-11-04 00:25:20
119,14 grudnia,"Fryderyk Wettyn , niemiecki książę, duchowny katolicki, arcybiskup Magdeburga , wielki mistrz zakonu krzyżackiego (ur. 1473 )",1510.0-12-14,1510,12,14,2272933.5,534769.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/14_grudnia#Zmarli,pl,zgony,,,,[],[],[],0.8,f277ca9c00b5d701471a5f1531189edd,2025-11-04 00:25:20,2025-11-04 00:25:20
99,4 sierpnia,"Urban VII , papież (zm. 1590 )",1521.0-08-04,1521,8,4,2276819.5,538655.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/4_sierpnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,68d00ca8b0d439896cbc84281b81ab6b,2025-11-04 00:25:20,2025-11-04 00:25:20
66,13 grudnia,"Manuel I Szczęśliwy , król Portugalii (ur. 1469 )",1521.0-12-13,1521,12,13,2276950.5,538786.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/13_grudnia#Zmarli,pl,zgony,,,,[],[],[],0.8,27498ee5fa44f254db4fba28935afdfc,2025-11-04 00:25:20,2025-11-04 00:25:20
158,14 kwietnia,"Abraham Ortelius , flamandzki geograf, kartograf, historyk (zm. 1598 )",1527.0-04-14,1527,4,14,2278898.5,540734.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/14_kwietnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,477dc8d006762924d8015b210a4a5033,2025-11-04 00:25:20,2025-11-04 00:25:20
27,26 stycznia,": Francesco Bassano , włoski malarz (zm. 1592 ) Jakob Ebert , niemiecki teolog, pisarz, wykładowca akademicki (zm. 1614 )",1549.0-01-26,1549,1,26,2286856.5,548692.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/26_stycznia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,7a8753412b7d8c05322a89c203f2f75d,2025-11-04 00:25:20,2025-11-04 00:25:20
139,4 listopada,"Gerrit van Honthorst , holenderski malarz, rysownik (zm. 1656 )",1592.0-11-04,1592,11,4,2302834.5,564670.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/4_listopada#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,85468d077046829cb1593fec1fd98c14,2025-11-04 00:25:20,2025-11-04 00:25:20
58,14 czerwca,"Orlando di Lasso , franko-flamandzki kompozytor (ur. 1532 )",1594.0-06-14,1594,6,14,2303421.5,565257.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/14_czerwca#Zmarli,pl,zgony,,,,[],[],[],0.8,7a6d9cc870b438c6b96d1038e6e95463,2025-11-04 00:25:20,2025-11-04 00:25:20
108,24 czerwca,"Jan Andrzej Morsztyn , polski poeta, polityk, podskarbi wielki koronny , dyplomata (zm. 1693 )",1621.0-06-24,1621,6,24,2313293.5,575129.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/24_czerwca#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,961bb42926a29727249fc4a37fa5f252,2025-11-04 00:25:20,2025-11-04 00:25:20
94,15 kwietnia,"Leandro Bassano , włoski malarz (ur. 1557 )",1622.0-04-15,1622,4,15,2313588.5,575424.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/15_kwietnia#Zmarli,pl,zgony,,,,[],[],[],0.8,ff6e11759b2fb20fae97836484c80fa2,2025-11-04 00:25:20,2025-11-04 00:25:20
13,13 grudnia,"Mikołaj Oleśnicki , polski szlachcic, polityk (ur. 1558 )",1629.0-12-13,1629,12,13,2316387.5,578223.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/13_grudnia#Zmarli,pl,zgony,,,,[],[],[],0.8,ec3bbe0431066714ef355a2c06f2629d,2025-11-04 00:25:20,2025-11-04 00:25:20
91,3 września,"Lorenzo Bellini , włoski lekarz, anatom, poeta (zm. 1703 )",1643.0-09-03,1643,9,3,2321399.5,583235.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/3_września#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,8a19111b2e0c58c853b200d94c83d833,2025-11-04 00:25:20,2025-11-04 00:25:20
129,12 listopada,"Adriaen van de Venne , holenderski malarz, grafik, ilustrator, poeta (ur. 1589 )",1662.0-11-12,1662,11,12,2328409.5,590245.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/12_listopada#Zmarli,pl,zgony,,,,[],[],[],0.8,d7fd2af160a4e94d6e9b65da2b6a7547,2025-11-04 00:25:20,2025-11-04 00:25:20
52,26 października,"Karol Oldenburg , książę duński i norweski (zm. 1729 )",1680.0-10-26,1680,10,26,2334967.5,596803.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/26_października#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,af8c64d6f7f72ff0676f876e50120dcb,2025-11-04 00:25:20,2025-11-04 00:25:20
50,25 września,"Jean-Philippe Rameau , francuski kompozytor (zm. 1764 )",1683.0-09-25,1683,9,25,2336031.5,597867.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/25_września#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,23aa5f1e8f2b9845150990574d9e240c,2025-11-04 00:25:20,2025-11-04 00:25:20
12,26 kwietnia,"Michał Fryderyk Czartoryski , polski książę, polityk (zm. 1775 )",1696.0-04-26,1696,4,26,2340628.5,602464.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/26_kwietnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,0e3b262c22059c907a6d3545f8ed1f63,2025-11-04 00:25:20,2025-11-04 00:25:20
5,4 listopada,"Andreas Acoluthus , niemiecki orientalista, lingwista (ur. 1654 )",1704.0-11-04,1704,11,4,2343741.5,605577.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/4_listopada#Zmarli,pl,zgony,,,,[],[],[],0.8,48a1855574d5b8b49c88b25e447941ea,2025-11-04 00:25:20,2025-11-04 00:25:20
128,7 sierpnia,"Friedrich Wilhelm Zachow , niemiecki kompozytor (ur. 1663 )",1712.0-08-07,1712,8,7,2346574.5,608410.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/7_sierpnia#Zmarli,pl,zgony,,,,[],[],[],0.8,572260c31add31a46f1c2b3e04ef2fca,2025-11-04 00:25:20,2025-11-04 00:25:20
48,19 sierpnia,"Charles François de Broglie , francuski szpieg, dyplomata (zm. 1781 )",1719.0-08-19,1719,8,19,2349142.5,610978.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/19_sierpnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,d83cc6b2fa6410c8d1971f57c18262f0,2025-11-04 00:25:20,2025-11-04 00:25:20
18,1 kwietnia,"(lub 31 marca) Joseph Haydn , austriacki kompozytor (zm. 1809 )",1732.0-04-01,1732,4,1,2353751.5,615587.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/1_kwietnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,d9abcb2df4f2b45892ddf08da8ff09ef,2025-11-04 00:25:20,2025-11-04 00:25:20
131,31 stycznia,"Theodor Gottlieb von Hippel Starszy , pruski urzędnik państwowy, pisarz (zm. 1796 )",1741.0-01-31,1741,1,31,2356978.5,618814.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/31_stycznia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,3103628e9e4dc2407ce79fc1cde7e82e,2025-11-04 00:25:20,2025-11-04 00:25:20
173,25 grudnia,"Joseph Bologne, Chevalier de Saint-Georges , francuski kompozytor, skrzypek, szermierz (zm. 1799 )",1745.0-12-25,1745,12,25,2358767.5,620603.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/25_grudnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,5934b1e7cdf35004f35c2e5de1bb7b27,2025-11-04 00:25:20,2025-11-04 00:25:20
96,21 września,"Charles Pictet de Rochemont , szwajcarski agronom, polityk, dyplomata (zm. 1824 )",1755.0-09-21,1755,9,21,2362324.5,624160.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/21_września#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,964061d0ead118d58954505f7b67a1bb,2025-11-04 00:25:20,2025-11-04 00:25:20
126,15 listopada,": Jacques-René Hébert , francuski dziennikarz, rewolucjonista (zm. 1794 ) Heinrich Schumacher , duński chirurg, biolog, wykładowca akademicki (zm. 1830 )",1757.0-11-15,1757,11,15,2363110.5,624946.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/15_listopada#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,0114135d281351dbb7e757822e3147b6,2025-11-04 00:25:20,2025-11-04 00:25:20
1,29 stycznia,"Maryn Carafa di Belvedere , włoski kardynał (zm. 1830 )",1764.0-01-29,1764,1,29,2365376.5,627212.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/29_stycznia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,6786e449f5784cf660d621a39fa8e302,2025-11-04 00:25:20,2025-11-04 00:25:20
206,24 października,Andrychów otrzymał prawa miejskie.,1767.0-10-24,1767,10,24,2366740.5,628576.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/24_października#Wydarzenia_w_Polsce,pl,wydarzenia,,,,[],[],[],0.8,ae4f98bd511a969abc38ee9327748e9f,2025-11-04 00:25:20,2025-11-04 00:25:20
181,28 grudnia,"Emerich de Vattel , szwajcarski filozof, dyplomata, prawnik (ur. 1714 )",1767.0-12-28,1767,12,28,2366805.5,628641.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/28_grudnia#Zmarli,pl,zgony,,,,[],[],[],0.8,3972ca3c7035f6f1e261bee1d5c2dbf0,2025-11-04 00:25:20,2025-11-04 00:25:20
200,20 grudnia,"Antonio Soler , hiszpański kompozytor (ur. 1729 )",1783.0-12-20,1783,12,20,2372641.5,634477.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/20_grudnia#Zmarli,pl,zgony,,,,[],[],[],0.8,b5f02d501b99e75f44b75dd36924fdfd,2025-11-04 00:25:20,2025-11-04 00:25:20
73,10 grudnia,"Carl Gustav Jakob Jacobi , niemiecki matematyk, wykładowca akademicki pochodzenia żydowskiego (zm. 1851 )",1804.0-12-10,1804,12,10,2380301.5,642137.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/10_grudnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,77693d80415d9082c58150a5cae4c605,2025-11-04 00:25:20,2025-11-04 00:25:20
127,8 sierpnia,"Teodor Potocki , polski ziemianin, generał-major, polityk (ur. 1730 )",1812.0-08-08,1812,8,8,2383099.5,644935.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/8_sierpnia#Zmarli,pl,zgony,,,,[],[],[],0.8,577962bb0de3041f90cf28530bf3a7fb,2025-11-04 00:25:20,2025-11-04 00:25:20
207,2 kwietnia,VI koalicja antyfrancuska : kapitulacja Jasnej Góry przed wojskami rosyjskimi.,1813.0-04-02,1813,4,2,2383336.5,645172.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/2_kwietnia#Wydarzenia_w_Polsce,pl,wydarzenia,,,,[],[],[],0.8,a99251e0473222732fd13b87c8b84d31,2025-11-04 00:25:20,2025-11-04 00:25:20
105,6 kwietnia,"Robert Volkmann , niemiecki kompozytor (zm. 1883 )",1815.0-04-06,1815,4,6,2384070.5,645906.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/6_kwietnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,da5fa4181fd8cfcf0de1c06a9463f3e8,2025-11-04 00:25:20,2025-11-04 00:25:20
140,6 kwietnia,": Andrzej Matuszewicz , polski chirurg, położnik, wykładowca akademicki (ur. 1760 ) Christian Leberecht Vogel , niemiecki malarz (ur. 1759 )",1816.0-04-06,1816,4,6,2384436.5,646272.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/6_kwietnia#Zmarli,pl,zgony,,,,[],[],[],0.8,85f9eabe95aa387b1e74761c7e3daaef,2025-11-04 00:25:20,2025-11-04 00:25:20
45,21 czerwca,": Ernest II Sachsen-Coburg-Gotha , książę Saksonii-Coburg-Gotha (zm. 1893 ) Richard Wallace , brytyjski kolekcjoner dzieł sztuki (zm. 1890 )",1818.0-06-21,1818,6,21,2385242.5,647078.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/21_czerwca#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,e946eac3a0737b88969cbee4300711f2,2025-11-04 00:25:20,2025-11-04 00:25:20
120,29 czerwca,"Carl Philipp Fohr , niemiecki malarz, rysownik (ur. 1795 )",1818.0-06-29,1818,6,29,2385250.5,647086.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/29_czerwca#Zmarli,pl,zgony,,,,[],[],[],0.8,1790640c807a6883c08aecafebe326c1,2025-11-04 00:25:20,2025-11-04 00:25:20
171,16 listopada,"Jean-Lambert Tallien , francuski polityk, rewolucjonista (ur. 1767 )",1820.0-11-16,1820,11,16,2386121.5,647957.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/16_listopada#Zmarli,pl,zgony,,,,[],[],[],0.8,97fd92b101bf4dc3c49c485d799cce44,2025-11-04 00:25:20,2025-11-04 00:25:20
106,26 grudnia,Adam Mickiewicz napisał Odę do młodości .,1820.0-12-26,1820,12,26,2386161.5,647997.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/26_grudnia#Wydarzenia_w_Polsce,pl,wydarzenia,,,,[],[],[],0.8,93b8764ca206d1c5a622c0bd3efbc7cb,2025-11-04 00:25:20,2025-11-04 00:25:20
54,11 kwietnia,"James Augustus Grant , szkocki podróżnik (zm. 1892 )",1827.0-04-11,1827,4,11,2388458.5,650294.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/11_kwietnia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,8f5f0dc8208c2b6feda60e0e184cc5e3,2025-11-04 00:25:20,2025-11-04 00:25:20
42,24 listopada,"Jan Amborski , polski dziennikarz, wydawca, działacz niepodległościowy (zm. 1905 )",1838.0-11-24,1838,11,24,2392703.5,654539.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/24_listopada#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,28ef1d28307723c18d60f26df91ba397,2025-11-04 00:25:20,2025-11-04 00:25:20
29,6 listopada,"Franz Jaschke , austriacki malarz (ur. 1775 )",1842.0-11-06,1842,11,6,2394146.5,655982.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/6_listopada#Zmarli,pl,zgony,,,,[],[],[],0.8,0c7be0e25927227de6ae4099e69cd308,2025-11-04 00:25:20,2025-11-04 00:25:20
15,28 września,"Robert Stout , nowozelandzki polityk, premier Nowej Zelandii (zm. 1930 )",1844.0-09-28,1844,9,28,2394838.5,656674.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/28_września#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,bb0ec82552cd308710373da44e35471c,2025-11-04 00:25:20,2025-11-04 00:25:20
199,11 sierpnia,"Bartolomé Montalvo , hiszpański malarz (ur. 1769 )",1846.0-08-11,1846,8,11,2395520.5,657356.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/11_sierpnia#Zmarli,pl,zgony,,,,[],[],[],0.8,c4614f517c3ca134b51c87c2ed692323,2025-11-04 00:25:20,2025-11-04 00:25:20
44,2 stycznia,": Josef Kainz , austriacki aktor (zm. 1910 ) Constance Lloyd , brytyjska pisarka, dziennikarka (zm. 1898 ) Bernard Sachs , amerykański neurolog pochodzenia żydowskiego (zm. 1944 )",1858.0-01-02,1858,1,2,2399682.5,661518.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/2_stycznia#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,c15a70646e9a1b4828aa0df1a0d61ff9,2025-11-04 00:25:20,2025-11-04 00:25:20
177,1 października,"Bernard Friedman , litewski prawnik, sędzia, adwokat, dziennikarz, polityk pochodzenia żydowskiego (zm. 1929 )",1859.0-10-01,1859,10,1,2400319.5,662155.5,wikipedia,wikipedia_pl,https://pl.wikipedia.org/wiki/1_października#Urodzili_się,pl,urodzenia,,,,[],[],[],0.8,70c4b3ed64a3db14d174b2bb900e607c,2025-11-04 00:25:20,2025-11-04 00:25:20
